"profil","author_id","rok","n_publikacji","n_punktowane","suma_pkt","capped"
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2015,33,3,29,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2016,34,2,30,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2017,48,5,110,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2018,34,0,0,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2019,31,1,80,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2020,38,1,70,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2021,35,0,0,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2022,48,1,100,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2023,50,0,0,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2024,73,0,0,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2025,63,1,20,FALSE
"Ewelina Gudarowska","UPWrb1fdadd98c544369be7577cf54847b3d",2026,20,1,100,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",1993,1,0,0,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",1994,2,0,0,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",1995,1,0,0,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",1998,2,0,0,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",1999,1,0,0,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2000,2,2,6,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2001,3,1,3,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2003,3,3,8,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2004,8,7,28,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2005,2,0,0,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2006,18,8,26,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2007,11,8,44,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2008,8,3,14,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2009,3,3,21,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2010,2,0,0,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2011,8,1,3,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2012,6,4,30,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2013,3,1,5,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2014,3,1,15,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2015,2,2,39,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2016,2,0,0,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2017,1,0,0,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2018,2,0,0,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2019,1,0,0,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2020,6,2,170,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2021,2,1,50,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2022,7,2,300,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2023,4,3,350,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2024,3,1,100,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2025,7,6,650,FALSE
"Grzegorz Kulczycki","UPWrd4f55f16c2c5421d9c5ce5e6d17345b7",2026,3,2,240,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",1995,1,0,0,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",1996,1,0,0,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",1997,1,0,0,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",1998,3,0,0,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",1999,2,0,0,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2000,3,2,2,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2001,2,1,4,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2002,5,1,3,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2003,2,2,13,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2004,2,1,1,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2005,1,0,0,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2006,4,1,3,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2007,1,1,6,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2008,3,0,0,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2009,2,0,0,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2012,1,0,0,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2013,11,4,68,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2014,14,3,34,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2015,18,5,63,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2016,7,7,66,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2017,14,5,72,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2018,6,5,122,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2019,5,5,200,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2020,1,1,40,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2021,8,8,810,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2022,5,5,460,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2023,12,12,1200,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2024,5,5,500,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2025,4,4,380,FALSE
"Henryk Bujak","UPWr98c2c47307cd4510b664bc0ccb1885e4",2026,6,5,510,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",1992,1,0,0,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",1993,4,0,0,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",1994,5,0,0,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",1995,4,0,0,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",1996,12,0,0,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",1997,5,0,0,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",1998,8,0,0,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",1999,8,0,0,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2000,13,4,4,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2001,14,5,5,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2002,12,3,7,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2003,6,1,4,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2004,9,3,20,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2005,13,1,4,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2006,12,1,3,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2007,11,2,5,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2008,9,1,6,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2009,17,5,30,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2010,8,4,38,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2011,6,0,0,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2012,8,3,47,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2013,8,5,64,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2014,5,2,34,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2015,11,1,9,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2016,6,2,39,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2017,7,1,30,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2018,2,1,20,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2019,4,1,100,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2020,1,1,70,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2021,1,1,100,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2022,2,0,0,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2023,2,1,140,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2024,5,1,70,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2025,4,0,0,FALSE
"Ireneusz Sosna","UPWr3042028700724e53a700545eb1e0c353",2026,1,1,100,FALSE
"Irmina Ćwieląg-Piasecka","UPWr72fc2b157ebe44358b44ddc888b2480a",2009,1,0,0,FALSE
"Irmina Ćwieląg-Piasecka","UPWr72fc2b157ebe44358b44ddc888b2480a",2010,2,0,0,FALSE
"Irmina Ćwieląg-Piasecka","UPWr72fc2b157ebe44358b44ddc888b2480a",2011,1,0,0,FALSE
"Irmina Ćwieląg-Piasecka","UPWr72fc2b157ebe44358b44ddc888b2480a",2012,1,0,0,FALSE
"Irmina Ćwieląg-Piasecka","UPWr72fc2b157ebe44358b44ddc888b2480a",2013,5,1,30,FALSE
"Irmina Ćwieląg-Piasecka","UPWr72fc2b157ebe44358b44ddc888b2480a",2014,2,0,0,FALSE
"Irmina Ćwieląg-Piasecka","UPWr72fc2b157ebe44358b44ddc888b2480a",2015,26,1,25,FALSE
"Irmina Ćwieląg-Piasecka","UPWr72fc2b157ebe44358b44ddc888b2480a",2016,8,0,0,FALSE
"Irmina Ćwieląg-Piasecka","UPWr72fc2b157ebe44358b44ddc888b2480a",2017,19,2,50,FALSE
"Irmina Ćwieląg-Piasecka","UPWr72fc2b157ebe44358b44ddc888b2480a",2018,6,1,30,FALSE
"Irmina Ćwieląg-Piasecka","UPWr72fc2b157ebe44358b44ddc888b2480a",2019,8,1,40,FALSE
"Irmina Ćwieląg-Piasecka","UPWr72fc2b157ebe44358b44ddc888b2480a",2020,6,4,340,FALSE
"Irmina Ćwieląg-Piasecka","UPWr72fc2b157ebe44358b44ddc888b2480a",2021,4,1,100,FALSE
"Irmina Ćwieląg-Piasecka","UPWr72fc2b157ebe44358b44ddc888b2480a",2022,13,4,320,FALSE
"Irmina Ćwieląg-Piasecka","UPWr72fc2b157ebe44358b44ddc888b2480a",2023,13,9,1060,FALSE
"Irmina Ćwieląg-Piasecka","UPWr72fc2b157ebe44358b44ddc888b2480a",2024,7,7,675,FALSE
"Irmina Ćwieląg-Piasecka","UPWr72fc2b157ebe44358b44ddc888b2480a",2025,14,5,375,FALSE
"Irmina Ćwieląg-Piasecka","UPWr72fc2b157ebe44358b44ddc888b2480a",2026,4,2,340,FALSE
"Iwona Gruss","UPWr52de048f59f449d48f18e0f1e6eb8ce9",2012,1,1,5,FALSE
"Iwona Gruss","UPWr52de048f59f449d48f18e0f1e6eb8ce9",2013,3,1,12,FALSE
"Iwona Gruss","UPWr52de048f59f449d48f18e0f1e6eb8ce9",2015,1,0,0,FALSE
"Iwona Gruss","UPWr52de048f59f449d48f18e0f1e6eb8ce9",2016,3,3,57,FALSE
"Iwona Gruss","UPWr52de048f59f449d48f18e0f1e6eb8ce9",2017,3,3,41,FALSE
"Iwona Gruss","UPWr52de048f59f449d48f18e0f1e6eb8ce9",2018,4,3,55,FALSE
"Iwona Gruss","UPWr52de048f59f449d48f18e0f1e6eb8ce9",2019,8,7,720,FALSE
"Iwona Gruss","UPWr52de048f59f449d48f18e0f1e6eb8ce9",2020,4,2,180,FALSE
"Iwona Gruss","UPWr52de048f59f449d48f18e0f1e6eb8ce9",2021,3,3,260,FALSE
"Iwona Gruss","UPWr52de048f59f449d48f18e0f1e6eb8ce9",2022,9,7,760,FALSE
"Iwona Gruss","UPWr52de048f59f449d48f18e0f1e6eb8ce9",2023,7,3,380,FALSE
"Iwona Gruss","UPWr52de048f59f449d48f18e0f1e6eb8ce9",2024,6,4,350,FALSE
"Iwona Gruss","UPWr52de048f59f449d48f18e0f1e6eb8ce9",2025,16,12,940,FALSE
"Iwona Gruss","UPWr52de048f59f449d48f18e0f1e6eb8ce9",2026,6,2,75,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",1998,1,0,0,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",1999,1,1,1,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2000,1,1,3,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2001,2,2,2,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2003,4,3,7,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2004,10,4,16,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2005,3,2,9,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2006,9,5,20,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2007,6,2,12,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2008,10,4,18,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2009,9,4,24,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2010,7,6,54,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2011,4,1,5,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2012,5,3,19,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2013,15,4,50,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2014,10,5,90,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2015,15,7,128,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2016,14,8,123,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2017,23,7,121,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2018,10,3,55,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2019,11,6,510,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2020,3,1,40,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2021,30,4,400,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2022,66,6,660,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2023,24,2,240,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2024,16,3,280,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2025,15,4,360,FALSE
"Jacek Twardowski","UPWr60cd5845bd2b495cbdc571c54121deee",2026,3,1,100,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",1995,2,0,0,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",1998,1,0,0,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",1999,1,0,0,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2000,1,0,0,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2001,2,1,3,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2003,6,0,0,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2004,1,0,0,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2005,2,0,0,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2006,6,2,17,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2007,4,1,13,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2008,2,1,6,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2009,3,0,0,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2010,9,5,36,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2011,7,1,15,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2012,3,2,50,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2013,5,1,30,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2014,4,1,25,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2015,3,0,0,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2016,5,2,21,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2017,6,5,135,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2018,4,4,85,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2019,6,5,380,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2020,1,1,100,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2021,4,4,275,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2022,2,1,100,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2023,8,7,720,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2024,7,4,140,FALSE
"Jacek Urbaniak","UPWrdf19d44680494bf892a9dd146b1b0129",2025,2,2,280,FALSE
"Jakub Bekier","UPWr51b970e370f24b26aebc54dc5a9f7ed7",2003,3,2,6,FALSE
"Jakub Bekier","UPWr51b970e370f24b26aebc54dc5a9f7ed7",2008,1,0,0,FALSE
"Jakub Bekier","UPWr51b970e370f24b26aebc54dc5a9f7ed7",2009,2,1,6,FALSE
"Jakub Bekier","UPWr51b970e370f24b26aebc54dc5a9f7ed7",2010,2,1,6,FALSE
"Jakub Bekier","UPWr51b970e370f24b26aebc54dc5a9f7ed7",2011,2,0,0,FALSE
"Jakub Bekier","UPWr51b970e370f24b26aebc54dc5a9f7ed7",2012,2,0,0,FALSE
"Jakub Bekier","UPWr51b970e370f24b26aebc54dc5a9f7ed7",2013,3,1,15,FALSE
"Jakub Bekier","UPWr51b970e370f24b26aebc54dc5a9f7ed7",2014,4,3,120,FALSE
"Jakub Bekier","UPWr51b970e370f24b26aebc54dc5a9f7ed7",2015,16,1,25,FALSE
"Jakub Bekier","UPWr51b970e370f24b26aebc54dc5a9f7ed7",2017,4,0,0,FALSE
"Jakub Bekier","UPWr51b970e370f24b26aebc54dc5a9f7ed7",2018,3,2,44,FALSE
"Jakub Bekier","UPWr51b970e370f24b26aebc54dc5a9f7ed7",2019,9,1,70,FALSE
"Jakub Bekier","UPWr51b970e370f24b26aebc54dc5a9f7ed7",2020,3,1,140,FALSE
"Jakub Bekier","UPWr51b970e370f24b26aebc54dc5a9f7ed7",2021,5,2,105,FALSE
"Jakub Bekier","UPWr51b970e370f24b26aebc54dc5a9f7ed7",2022,14,5,540,FALSE
"Jakub Bekier","UPWr51b970e370f24b26aebc54dc5a9f7ed7",2023,8,3,340,FALSE
"Jakub Bekier","UPWr51b970e370f24b26aebc54dc5a9f7ed7",2024,5,5,475,FALSE
"Jakub Bekier","UPWr51b970e370f24b26aebc54dc5a9f7ed7",2025,6,2,200,FALSE
"Jakub Bekier","UPWr51b970e370f24b26aebc54dc5a9f7ed7",2026,1,1,50,FALSE
"Jan Krężel","UPWr3a4f60d7b84f4143a3ca26a8ed034e31",2007,3,1,9,FALSE
"Jan Krężel","UPWr3a4f60d7b84f4143a3ca26a8ed034e31",2008,2,1,12,FALSE
"Jan Krężel","UPWr3a4f60d7b84f4143a3ca26a8ed034e31",2009,3,0,0,FALSE
"Jan Krężel","UPWr3a4f60d7b84f4143a3ca26a8ed034e31",2010,2,2,40,FALSE
"Jan Krężel","UPWr3a4f60d7b84f4143a3ca26a8ed034e31",2013,1,0,0,FALSE
"Jan Krężel","UPWr3a4f60d7b84f4143a3ca26a8ed034e31",2014,1,1,20,FALSE
"Jan Krężel","UPWr3a4f60d7b84f4143a3ca26a8ed034e31",2015,4,0,0,FALSE
"Jan Krężel","UPWr3a4f60d7b84f4143a3ca26a8ed034e31",2016,3,1,25,FALSE
"Jan Krężel","UPWr3a4f60d7b84f4143a3ca26a8ed034e31",2017,8,4,100,FALSE
"Jan Krężel","UPWr3a4f60d7b84f4143a3ca26a8ed034e31",2024,8,1,140,FALSE
"Jan Krężel","UPWr3a4f60d7b84f4143a3ca26a8ed034e31",2025,3,1,20,FALSE
"Jan Krężel","UPWr3a4f60d7b84f4143a3ca26a8ed034e31",2026,1,1,100,FALSE
"Janina Jaworska","UPWr409b19dc3dd04aba882e87960b621a19",2021,1,0,0,FALSE
"Janina Jaworska","UPWr409b19dc3dd04aba882e87960b621a19",2025,1,1,100,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",1998,3,0,0,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",1999,3,2,8,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2000,9,3,12,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2001,4,1,4,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2002,5,2,8,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2004,2,0,0,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2005,16,4,16,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2006,7,5,20,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2007,11,0,0,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2008,7,6,29,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2009,7,1,6,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2010,14,13,93,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2011,11,6,30,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2012,7,7,50,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2013,9,9,51,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2015,9,5,46,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2016,2,2,17,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2017,5,2,30,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2018,3,1,20,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2019,1,1,40,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2020,1,1,20,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2021,1,1,40,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2022,2,2,170,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2023,2,2,280,FALSE
"Jarosław Czarnecki","UPWrf8458a9fc38b44d29436c5fe2ed96758",2024,2,2,200,FALSE
"Jarosław Kaszubkiewicz","UPWr24a8bfb6ef5e4453b56b69b25387f8f4",1996,2,0,0,FALSE
"Jarosław Kaszubkiewicz","UPWr24a8bfb6ef5e4453b56b69b25387f8f4",1998,1,0,0,FALSE
"Jarosław Kaszubkiewicz","UPWr24a8bfb6ef5e4453b56b69b25387f8f4",2000,1,1,3,FALSE
"Jarosław Kaszubkiewicz","UPWr24a8bfb6ef5e4453b56b69b25387f8f4",2002,1,0,0,FALSE
"Jarosław Kaszubkiewicz","UPWr24a8bfb6ef5e4453b56b69b25387f8f4",2003,1,0,0,FALSE
"Jarosław Kaszubkiewicz","UPWr24a8bfb6ef5e4453b56b69b25387f8f4",2006,3,1,4,FALSE
"Jarosław Kaszubkiewicz","UPWr24a8bfb6ef5e4453b56b69b25387f8f4",2007,1,1,6,FALSE
"Jarosław Kaszubkiewicz","UPWr24a8bfb6ef5e4453b56b69b25387f8f4",2008,1,1,6,FALSE
"Jarosław Kaszubkiewicz","UPWr24a8bfb6ef5e4453b56b69b25387f8f4",2009,1,0,0,FALSE
"Jarosław Kaszubkiewicz","UPWr24a8bfb6ef5e4453b56b69b25387f8f4",2010,8,4,38,FALSE
