profil,tytul,stanowisko,jednostka,wydzial,orcid,scopus_id,polon_id,researcharea,h_index_scopus,h_index_wos,sum_IF,sum_SNIP,sum_MEiN,n_pub,author_id,url,uczelnia,stanowisko_raw
"Agnieszka Sękara, prof. URK",dr hab.,profesor uczelni,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0002-9655-5742,NA,NA,NA,16,27,268.315,112.187,7444,173,URe30df33ccec6480cb70a05670e47a389,https://repo.ur.krakow.pl/info/author/URe30df33ccec6480cb70a05670e47a389?lang=pl&r=publication&tab=main,urk,profesor uczelni
"Magdalena Simlat, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0001-9296-3303,NA,NA,NA,10,13,69.884,25.763,2208,55,URee4045f6b684479cb7f8ceb2090f97c0,https://repo.ur.krakow.pl/info/author/URee4045f6b684479cb7f8ceb2090f97c0?lang=pl&r=publication&tab=main,urk,profesor uczelni
Ewa Sitek,dr inż.,adiunkt,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0002-2497-1974,NA,NA,NA,1,7,72.485,18.184,1685,23,UR848cd2bba43f41808d1c39e49856737a,https://repo.ur.krakow.pl/info/author/UR848cd2bba43f41808d1c39e49856737a?lang=pl&r=publication&tab=main,urk,adiunkt
Piotr Siwek,prof. dr hab. inż.,profesor,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0002-0074-9738,NA,NA,NA,4,9,29.158,15.147,1374,54,URbeff3be73f4b4e7fbeb63ef8645b74a8,https://repo.ur.krakow.pl/info/author/URbeff3be73f4b4e7fbeb63ef8645b74a8?lang=pl&r=publication&tab=main,urk,profesor
Jan Skrzyński,dr hab. inż. prof. UR,NA,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,NA,1,0.359,0.427,51,13,URca6b463684f04be485a638dbeed9d0b3,https://repo.ur.krakow.pl/info/author/URca6b463684f04be485a638dbeed9d0b3?lang=pl&r=publication&tab=main,urk,NA
Sylwester Smoleń,prof. dr hab. inż.,profesor,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0001-8093-3801,NA,NA,NA,17,22,297.987,116.75,8517,244,URb5d192302721423e8e5fedc1a16552bf,https://repo.ur.krakow.pl/info/author/URb5d192302721423e8e5fedc1a16552bf?lang=pl&r=publication&tab=main,urk,profesor
"Zygmunt Sobol, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Eksploatacji Maszyn, Ergonomii i Procesów Produkcyjnych",Wydział Inżynierii Produkcji i Energetyki,0000-0002-0082-7935,NA,NA,NA,3,6,32.946,13.329,1614,39,UR8d855dc72df94a9bb9d27bc30f20e96c,https://repo.ur.krakow.pl/info/author/UR8d855dc72df94a9bb9d27bc30f20e96c?lang=pl&r=publication&tab=main,urk,profesor uczelni
Katarzyna Sołek-Podwika,dr hab. inż.,adiunkt,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0003-2700-7758,NA,NA,NA,NA,5,26.049,11.614,705,22,UR7bec5430917447c7af2ea97b0d5bee14,https://repo.ur.krakow.pl/info/author/UR7bec5430917447c7af2ea97b0d5bee14?lang=pl&r=publication&tab=main,urk,adiunkt
Piotr Stolarczyk,dr,adiunkt,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0003-0089-7252,NA,NA,NA,2,12,122.934,36.166,3353,34,UR22f17ee4ec73495d96d3ccdde197bce6,https://repo.ur.krakow.pl/info/author/UR22f17ee4ec73495d96d3ccdde197bce6?lang=pl&r=publication&tab=main,urk,adiunkt
"Mateusz Suchanek, prof. URK",dr hab.,profesor uczelni,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0002-8187-4003,NA,NA,NA,NA,5,24.657,12.317,608,11,UR70ae12c618cf45f2aba421ab6f9f14ae,https://repo.ur.krakow.pl/info/author/UR70ae12c618cf45f2aba421ab6f9f14ae?lang=pl&r=publication&tab=main,urk,profesor uczelni
Paulina Supel,dr inż.,adiunkt,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0002-9533-741X,NA,NA,NA,2,6,50.719,18.16,1781,35,URae256404b00444ea9a6b3a78766cec1f,https://repo.ur.krakow.pl/info/author/URae256404b00444ea9a6b3a78766cec1f?lang=pl&r=publication&tab=main,urk,adiunkt
Magdalena Surma,prof. dr hab.,profesor,Katedra Technologii Produktów Roślinnych i Higieny Żywienia,Wydział Technologii Żywności,0000-0001-8266-1619,NA,NA,NA,1,18,122.522,48.189,3746,156,UR2156fad0cf6b425d9858094a9056e248,https://repo.ur.krakow.pl/info/author/UR2156fad0cf6b425d9858094a9056e248?lang=pl&r=publication&tab=main,urk,profesor
"Agnieszka Synowiec, prof. URK",dr hab. inż.,profesor uczelni,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0001-6585-7759,NA,NA,NA,16,15,184.386,77.188,5455,225,URac41249364e34bcbb5652bcc9476322b,https://repo.ur.krakow.pl/info/author/URac41249364e34bcbb5652bcc9476322b?lang=pl&r=publication&tab=main,urk,profesor uczelni
Hajnalka Szentgyörgyi,NA,dr hab.,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,0000-0002-5753-800X,NA,NA,NA,5,7,28.671,9.33,431,13,UR2132dcfd1a2540f28b17abe1e6c3ba01,https://repo.ur.krakow.pl/info/author/UR2132dcfd1a2540f28b17abe1e6c3ba01?lang=pl&r=publication&tab=main,urk,dr hab.
"Wojciech Szewczyk, prof. URK",dr hab. inż.,profesor uczelni,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0001-5065-2179,NA,NA,NA,4,6,39.69,18.41,2245,94,URd74a834ae6e44615aad3cc387aaeafde,https://repo.ur.krakow.pl/info/author/URd74a834ae6e44615aad3cc387aaeafde?lang=pl&r=publication&tab=main,urk,profesor uczelni
Bożena Szewczyk-Taranek,dr inż.,adiunkt,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,0000-0003-0318-598X,NA,NA,NA,8,8,42.465,19.665,1401,77,UR246fbe21c95142d3b9338a0d7f144703,https://repo.ur.krakow.pl/info/author/UR246fbe21c95142d3b9338a0d7f144703?lang=pl&r=publication&tab=main,urk,adiunkt
Monika Szklarska-Łukasik,dr inż.,adiunkt,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0002-1187-7217,NA,NA,NA,NA,NA,1,0.539,70,1,URKce8591a731054170b3be25803da35965,https://repo.ur.krakow.pl/info/author/URKce8591a731054170b3be25803da35965?lang=pl&r=publication&tab=main,urk,adiunkt
Agnieszka M. Szymocha,dr,adiunkt,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0001-7443-2808,NA,NA,NA,NA,5,26.957,8.309,405,10,UR15621e49d4174e259e2a249ca516c1d3,https://repo.ur.krakow.pl/info/author/UR15621e49d4174e259e2a249ca516c1d3?lang=pl&r=publication&tab=main,urk,adiunkt naukowo-dydaktyczny
Monika Tabak,dr hab. inż.,adiunkt,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0003-4248-7972,NA,NA,NA,3,8,28.523,16.46,1425,105,URaf51d4fa09ab41098c5841408f1bd5f9,https://repo.ur.krakow.pl/info/author/URaf51d4fa09ab41098c5841408f1bd5f9?lang=pl&r=publication&tab=main,urk,adiunkt naukowo-dydaktyczny
"Tomasz Tarko, prof. URK",dr hab. inż.,profesor uczelni,Katedra Technologii Fermentacji i Mikrobiologii,Wydział Technologii Żywności,0000-0001-9166-1805,NA,NA,NA,17,23,146.005,57.173,4537,216,URfe020f49e5bf439299b015abc3a44d14,https://repo.ur.krakow.pl/info/author/URfe020f49e5bf439299b015abc3a44d14?lang=pl&r=publication&tab=main,urk,profesor uczelni
"Barbara Tokarz, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0003-4131-8894,NA,NA,NA,1,16,118.366,35.851,2978,49,URf4912147ec234c40839c11f96a3f51c2,https://repo.ur.krakow.pl/info/author/URf4912147ec234c40839c11f96a3f51c2?lang=pl&r=publication&tab=main,urk,profesor uczelni
Ewelina Tomiak,dr inż.,asystent,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,NA,4,5.158,2.878,183,14,UReb72cb5b7a084bf5abd0e9d925b2a9d2,https://repo.ur.krakow.pl/info/author/UReb72cb5b7a084bf5abd0e9d925b2a9d2?lang=pl&r=publication&tab=main,urk,asystent
Jacek Waga,dr inż.,adiunkt,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0001-7882-1640,NA,NA,NA,1,3,32.771,7.363,520,6,UR4064c6490a6343dca4d3c1c8839d5d6a,https://repo.ur.krakow.pl/info/author/UR4064c6490a6343dca4d3c1c8839d5d6a?lang=pl&r=publication&tab=main,urk,adiunkt
"Tomasz Warzecha, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0002-7121-0123,NA,NA,NA,NA,10,61.628,22.513,1825,35,UR29a69709ece848649c386d0aef3bffb6,https://repo.ur.krakow.pl/info/author/UR29a69709ece848649c386d0aef3bffb6?lang=pl&r=publication&tab=main,urk,profesor uczelni
Wojciech Wesołowski,dr inż.,asystent,Katedra Biologii Roślin i Biotechnologii,Wydział Biotechnologii i Ogrodnictwa,0000-0002-0080-2041,NA,NA,NA,1,4,44.468,11.906,1165,14,URb920303ad012423d925c6c757faa510d,https://repo.ur.krakow.pl/info/author/URb920303ad012423d925c6c757faa510d?lang=pl&r=publication&tab=main,urk,asystent
"Jerzy Wieczorek, prof. URK",dr hab. inż.,profesor uczelni,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0001-7039-5974,NA,NA,NA,4,12,82.182,30.424,2315,64,UR12964ae019904081b9395a014763ae07,https://repo.ur.krakow.pl/info/author/UR12964ae019904081b9395a014763ae07?lang=pl&r=publication&tab=main,urk,profesor uczelni
"Anna Wisła-Świder, prof. URK",dr,profesor uczelni,Katedra Chemii,Wydział Technologii Żywności,0000-0001-8889-2960,NA,NA,NA,4,6,66.615,17.437,1885,17,UR6489d45e71644358b12abc0a0b06f845,https://repo.ur.krakow.pl/info/author/UR6489d45e71644358b12abc0a0b06f845?lang=pl&r=publication&tab=main,urk,profesor uczelni
"Alina Wiszniewska, prof. URK",dr hab. inż.,profesor uczelni,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0001-7737-819X,NA,NA,NA,1,16,103.462,37.039,2530,47,URd812621ca36945a1b10f46911829025d,https://repo.ur.krakow.pl/info/author/URd812621ca36945a1b10f46911829025d?lang=pl&r=publication&tab=main,urk,profesor uczelni
Barbara Wiśniowska-Kielian,prof. dr hab. inż.,profesor,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolniczo-Ekonomiczny,0000-0003-4951-7484,NA,NA,NA,1,4,14.908,11.891,1050,89,UR8fe29d04b19c47f1bc92b6b5c1da4190,https://repo.ur.krakow.pl/info/author/UR8fe29d04b19c47f1bc92b6b5c1da4190?lang=pl&r=publication&tab=main,urk,profesor
"Teresa Witczak, prof. URK",dr hab. inż.,profesor uczelni,NA,Wydział Technologii Żywności,0000-0002-4860-9718,NA,NA,NA,3,14,117.946,43.156,3451,99,UR493b5b79396344b1bf5ceaf98239c281,https://repo.ur.krakow.pl/info/author/UR493b5b79396344b1bf5ceaf98239c281?lang=pl&r=publication&tab=main,urk,profesor uczelni
"Robert Witkowicz, prof. URK",dr hab. inż.,profesor uczelni,Katedra Agroekologii i Produkcji Roślinnej,Wydział Rolniczo-Ekonomiczny,0000-0003-4306-0030,NA,NA,NA,6,14,97.608,38.128,3475,112,URfb70611b23ed42d6ac02f228d8a64fa7,https://repo.ur.krakow.pl/info/author/URfb70611b23ed42d6ac02f228d8a64fa7?lang=pl&r=publication&tab=main,urk,profesor uczelni
Zofia Włodarczyk,dr hab. inż.,adiunkt,Katedra Roślin Ozdobnych i Sztuki Ogrodowej,Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,1,3,9.196,4.552,504,25,URd7daa0f48c9a48278681f7c53ffc2b04,https://repo.ur.krakow.pl/info/author/URd7daa0f48c9a48278681f7c53ffc2b04?lang=pl&r=publication&tab=main,urk,adiunkt
Elżbieta Wojciechowicz-Żytko,dr hab. inż.,adiunkt,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0001-8137-3113,NA,NA,NA,NA,7,26.013,13.972,1068,82,UR6ab74e62225f4bc7a093f2e4df299bd0,https://repo.ur.krakow.pl/info/author/UR6ab74e62225f4bc7a093f2e4df299bd0?lang=pl&r=publication&tab=main,urk,adiunkt
"Renata Wojciechowska, prof. URK",dr hab. inż,profesor uczelni,"Katedra Botaniki, Fizjologii i Ochrony Roślin",Wydział Biotechnologii i Ogrodnictwa,0000-0001-7667-8000,NA,NA,NA,4,8,23.132,16.888,1031,51,UR8543b85dc12048aebde2239140c5d6cb,https://repo.ur.krakow.pl/info/author/UR8543b85dc12048aebde2239140c5d6cb?lang=pl&r=publication&tab=main,urk,profesor uczelni
Katarzyna Wolny-Koładka,prof. dr hab. inż.,profesor,Katedra Mikrobiologii i Biomonitoringu,Wydział Rolniczo-Ekonomiczny,0000-0003-2994-8842,NA,NA,NA,14,14,116.174,42.223,3650,76,UR4115e9b8004f4ecd998c1122ab948de5,https://repo.ur.krakow.pl/info/author/UR4115e9b8004f4ecd998c1122ab948de5?lang=pl&r=publication&tab=main,urk,profesor
Magdalena Wójcik-Jagła,dr inż.,adiunkt,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0002-3485-4085,NA,NA,NA,9,12,75.63,26.19,1924,30,UR95fbc07c301049b1828416d13843f4e4,https://repo.ur.krakow.pl/info/author/UR95fbc07c301049b1828416d13843f4e4?lang=pl&r=publication&tab=main,urk,adiunkt
Tomasz Wójtowicz,dr inż.,adiunkt,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0002-9703-3225,NA,NA,NA,3,6,38.523,13.319,1251,31,UR8e8b483ef95e44e39f1d9b88a7164944,https://repo.ur.krakow.pl/info/author/UR8e8b483ef95e44e39f1d9b88a7164944?lang=pl&r=publication&tab=main,urk,adiunkt
"Paweł Zadrożny, prof. URK",dr inż.,profesor uczelni,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0003-3736-2331,NA,NA,NA,2,8,64.061,27.518,2544,90,UR1de82ed5e61548ecaac78ab74c3b544e,https://repo.ur.krakow.pl/info/author/UR1de82ed5e61548ecaac78ab74c3b544e?lang=pl&r=publication&tab=main,urk,profesor uczelni
"Tomasz Zaleski, prof. URK",dr hab. inż.,profesor uczelni,Katedra Gleboznawstwa i Agrofizyki,Wydział Rolniczo-Ekonomiczny,0000-0002-9785-3784,NA,NA,NA,14,16,99.706,45.807,3186,142,UR0ab509a6de0145f890afee37903239c4,https://repo.ur.krakow.pl/info/author/UR0ab509a6de0145f890afee37903239c4?lang=pl&r=publication&tab=main,urk,profesor uczelni
Andrzej Zieliński,dr inż.,adiunkt,"Katedra Fizjologii, Hodowli Roślin i Nasiennictwa",Wydział Rolniczo-Ekonomiczny,0000-0003-1844-5553,NA,NA,NA,3,5,24.523,9.76,771,30,URce257e9bed1a42f98e10194b338980a1,https://repo.ur.krakow.pl/info/author/URce257e9bed1a42f98e10194b338980a1?lang=pl&r=publication&tab=main,urk,adiunkt
Piotr Zięba,mgr inż.,asystent,Katedra Ogrodnictwa,Wydział Biotechnologii i Ogrodnictwa,NA,NA,NA,NA,3,7,44.505,12.218,1128,11,UR1a62e7fc7f7c4893be7a925820ad0617,https://repo.ur.krakow.pl/info/author/UR1a62e7fc7f7c4893be7a925820ad0617?lang=pl&r=publication&tab=main,urk,asystent
Małgorzata Baćmaga,dr hab. inż.,profesor uczelni,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0003-3322-1304,NA,NA,NA,16,17,134.097,NA,3195,59,UWMe017b52198884173bcc22e0ac51ce1f6,https://bazawiedzy.uwm.edu.pl/info/author/UWMe017b52198884173bcc22e0ac51ce1f6?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Agnieszka Bęś,dr inż.,adiunkt,Katedra Chemii,Wydział Rolnictwa i Leśnictwa,0000-0003-3649-4252,NA,NA,NA,11,14,113.518,NA,3574,60,UWMabb279b52a144d1f8d8e7cc84b95604a,https://bazawiedzy.uwm.edu.pl/info/author/UWMabb279b52a144d1f8d8e7cc84b95604a?lang=pl&r=publication&tab=main,uwm,Adiunkt
Ernest Bielinis,dr inż.,adiunkt,Katedra Leśnictwa i Ekologii Lasu,Wydział Rolnictwa i Leśnictwa,0000-0002-6384-4898,NA,NA,NA,17,16,70.753,NA,2434,38,UWM4e86a97f210648b698bca7ebea812be7,https://bazawiedzy.uwm.edu.pl/info/author/UWM4e86a97f210648b698bca7ebea812be7?lang=pl&r=publication&tab=main,uwm,Adiunkt
Stanisław Bielski,dr hab. inż.,profesor uczelni,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0003-3602-3549,NA,NA,NA,9,10,74.759,NA,3590,70,UWMaf5a38a0ce2d4265b96047d23f9a25bd,https://bazawiedzy.uwm.edu.pl/info/author/UWMaf5a38a0ce2d4265b96047d23f9a25bd?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Anna Adriana Bieniek,dr hab. inż.,profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0002-5903-1405,NA,NA,NA,8,9,51.473,NA,1615,82,UWM1a314e46800e40ad8cb3905ba6db8541,https://bazawiedzy.uwm.edu.pl/info/author/UWM1a314e46800e40ad8cb3905ba6db8541?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Bożena Bernarda Bogucka,dr hab.,profesor uczelni,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0003-2267-0892,NA,NA,NA,8,9,47.726,NA,1973,60,UWMb7616f7933404d57af43a27964caf67c,https://bazawiedzy.uwm.edu.pl/info/author/UWMb7616f7933404d57af43a27964caf67c?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Jakub Stoigniew Borkowski,dr hab. inż.,profesor uczelni,Katedra Leśnictwa i Ekologii Lasu,Wydział Rolnictwa i Leśnictwa,0000-0002-4466-2693,NA,NA,NA,9,9,50.951,NA,1783,20,UWM17a934957586469bb67b043288d8cb9a,https://bazawiedzy.uwm.edu.pl/info/author/UWM17a934957586469bb67b043288d8cb9a?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Edyta Boros-Lajszner,dr inż.,adiunkt,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0002-1867-5335,NA,NA,NA,9,12,54.328,NA,1948,29,UWM75e5c1461ee24e32a951befea25b391a,https://bazawiedzy.uwm.edu.pl/info/author/UWM75e5c1461ee24e32a951befea25b391a?lang=pl&r=publication&tab=main,uwm,Adiunkt
Agata Izabela Borowik,dr hab.,profesor uczelni,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0002-8512-7363,NA,NA,NA,19,23,229.661,NA,7270,99,UWMca00d86455fd45b99aa31ac86dd336fb,https://bazawiedzy.uwm.edu.pl/info/author/UWMca00d86455fd45b99aa31ac86dd336fb?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Katarzyna Halina Brodzińska,dr hab. inż.,adiunkt,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0003-1329-2391,NA,NA,NA,3,4,7.171,NA,1302,60,UWMce50e5746d1641aebda9c050a2e8cc58,https://bazawiedzy.uwm.edu.pl/info/author/UWMce50e5746d1641aebda9c050a2e8cc58?lang=pl&r=publication&tab=main,uwm,Adiunkt
Paweł Artur Burandt,dr inż.,adiunkt,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0001-6514-4361,NA,NA,NA,7,10,39.499,NA,1804,38,UWM61dd658869894d06962e5330a7e556d0,https://bazawiedzy.uwm.edu.pl/info/author/UWM61dd658869894d06962e5330a7e556d0?lang=pl&r=publication&tab=main,uwm,Adiunkt
Ewa Emilia Chećko,dr inż.,adiunkt,Katedra Leśnictwa i Ekologii Lasu,Wydział Rolnictwa i Leśnictwa,0000-0002-4214-9626,NA,NA,NA,10,10,77.999,NA,1375,16,UWMbef0be6107a14428866b06f90e01db95,https://bazawiedzy.uwm.edu.pl/info/author/UWMbef0be6107a14428866b06f90e01db95?lang=pl&r=publication&tab=main,uwm,Adiunkt
Bożena Cwalina-Ambroziak,prof. dr hab.,profesor,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-8841-5416,NA,NA,NA,11,10,39.109,NA,1898,102,UWMa674143e875c4c56b978b16a855e0e67,https://bazawiedzy.uwm.edu.pl/info/author/UWMa674143e875c4c56b978b16a855e0e67?lang=pl&r=publication&tab=main,uwm,Profesor
Ireneusz Cymes,dr hab.,adiunkt,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-1991-2152,NA,NA,NA,5,7,36.966,NA,1417,65,UWM74b968b8de804c4f962aaf727affa857,https://bazawiedzy.uwm.edu.pl/info/author/UWM74b968b8de804c4f962aaf727affa857?lang=pl&r=publication&tab=main,uwm,Adiunkt
Marta Maria Damszel,dr hab.,profesor uczelni,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0001-5479-1432,NA,NA,NA,11,11,64.837,NA,2379,72,UWMfbcfc7735f054740ad7d45bab0832cff,https://bazawiedzy.uwm.edu.pl/info/author/UWMfbcfc7735f054740ad7d45bab0832cff?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Ewa Wanda Dragańska,dr hab. inż.,profesor uczelni,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-8099-6359,NA,NA,NA,8,8,76.345,NA,2530,59,UWMf501859332dc4cf8b3a13a22275c7891,https://bazawiedzy.uwm.edu.pl/info/author/UWMf501859332dc4cf8b3a13a22275c7891?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Bogdan Dubis,prof. dr hab. inż.,profesor,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0002-2586-5559,NA,NA,NA,16,17,131.115,NA,3538,75,UWMbb834440d28f4b4996e2c524cdb05194,https://bazawiedzy.uwm.edu.pl/info/author/UWMbb834440d28f4b4996e2c524cdb05194?lang=pl&r=publication&tab=main,uwm,Profesor
Anna Francke,dr hab.,profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0002-6054-737X,NA,NA,NA,5,6,37.196,NA,1499,50,UWM4f1ec86bf35f45b6b388165987ca9d01,https://bazawiedzy.uwm.edu.pl/info/author/UWM4f1ec86bf35f45b6b388165987ca9d01?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Katarzyna Glińska-Lewczuk,prof. dr hab. inż.,profesor,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-7845-6353,NA,NA,NA,20,23,227.594,NA,6991,165,UWM32e416a057f740aaaaf36857f8178ca4,https://bazawiedzy.uwm.edu.pl/info/author/UWM32e416a057f740aaaaf36857f8178ca4?lang=pl&r=publication&tab=main,uwm,Profesor
Krzysztof Józef Jankowski,prof. dr hab. inż.,profesor,Katedra Agrotechnologii i Agrobiznesu,Wydział Rolnictwa i Leśnictwa,0000-0002-6725-6292,NA,NA,NA,23,22,290.758,NA,8561,165,UWMe3d7c61c189e44bcbcc070eac5c4f326,https://bazawiedzy.uwm.edu.pl/info/author/UWMe3d7c61c189e44bcbcc070eac5c4f326?lang=pl&r=publication&tab=main,uwm,Profesor
Magdalena Jastrzębska,dr hab. inż.,profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0003-0745-0568,NA,NA,NA,8,9,78.934,NA,3130,118,UWMb3a5ba9fbba24cf2a8d9e62377290b49,https://bazawiedzy.uwm.edu.pl/info/author/UWMb3a5ba9fbba24cf2a8d9e62377290b49?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Barbara Magdalena Kalisz,dr hab. inż.,profesor uczelni,Katedra Gleboznawstwa i Mikrobiologii,Wydział Rolnictwa i Leśnictwa,0000-0003-2071-9314,NA,NA,NA,10,12,110.738,NA,3741,89,UWM17054b18342d4ab48fd4b3b41e3366d7,https://bazawiedzy.uwm.edu.pl/info/author/UWM17054b18342d4ab48fd4b3b41e3366d7?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Szymon Kobus,dr inż.,adiunkt,Katedra Gospodarki Wodnej i Klimatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-1106-3918,NA,NA,NA,5,7,22.462,NA,990,35,UWMfa6f61f7453e49e689501ec5eda326d7,https://bazawiedzy.uwm.edu.pl/info/author/UWMfa6f61f7453e49e689501ec5eda326d7?lang=pl&r=publication&tab=main,uwm,Adiunkt
Bożena Ewa Kordan,prof. dr hab. inż.,profesor,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0002-1408-5901,NA,NA,NA,11,13,84.911,NA,3240,82,UWM387897e75afa47289aac342db376879a,https://bazawiedzy.uwm.edu.pl/info/author/UWM387897e75afa47289aac342db376879a?lang=pl&r=publication&tab=main,uwm,Profesor
Agnieszka Kosewska,dr hab.,profesor uczelni,Katedra Entomologii i Fitopatologii,Wydział Rolnictwa i Leśnictwa,0000-0003-2711-4457,NA,NA,NA,10,10,73.933,NA,2524,86,UWM6f237210c4e3423d87f8dd2007e8d9ff,https://bazawiedzy.uwm.edu.pl/info/author/UWM6f237210c4e3423d87f8dd2007e8d9ff?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Marta Katarzyna Kostrzewska,dr hab. inż.,profesor uczelni,Katedra Agroekosystemów i Ogrodnictwa,Wydział Rolnictwa i Leśnictwa,0000-0002-7712-1797,NA,NA,NA,8,9,83.167,NA,3062,106,UWMd93b139554e043848a52bc3aa1a702e6,https://bazawiedzy.uwm.edu.pl/info/author/UWMd93b139554e043848a52bc3aa1a702e6?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
Sławomir Józef Krzebietke,dr hab. inż.,profesor uczelni,Katedra Chemii Rolnej i Środowiskowej,Wydział Rolnictwa i Leśnictwa,0000-0003-4777-5551,NA,NA,NA,14,14,81.518,NA,3017,100,UWMea5735ac0f4a4d4b844e27fd2af5f51d,https://bazawiedzy.uwm.edu.pl/info/author/UWMea5735ac0f4a4d4b844e27fd2af5f51d?lang=pl&r=publication&tab=main,uwm,Profesor uczelni
