profil,tytul,stanowisko,jednostka,wydzial,orcid,scopus_id,polon_id,researcharea,h_index_scopus,h_index_wos,sum_IF,sum_SNIP,sum_MEiN,n_pub,author_id,url,uczelnia,stanowisko_raw,if_per_pub,mein_per_pub,if_to_mein,n_pub_oa,mean_fwci,avg_authors_per_pub,h_index_oa,cited_total,n_unique_coauthors,fwci_top10_pct,kategoria
Małgorzata Oksińska,dr,adiunkt,Katedra Ochrony Roślin,Wydział Przyrodniczo-Technologiczny,0000-0002-1545-481X,NA,NA,NA,6,6,24.797,11.027,679,18,UPWr378698ef2ffa4dc4be08088ba9ebfb1e,https://bazawiedzy.upwr.edu.pl/info/author/UPWr378698ef2ffa4dc4be08088ba9ebfb1e?lang=pl&r=publication&tab=main,upwr,adiunkt,1.3776111111111111,37.72222222222222,0.03651988217967599,14,0.9587785714285715,4.071428571428571,6,151,16,FALSE,A
Marta Pasławska,dr hab. inż.,profesor uczelni,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,0000-0002-6418-9928,NA,NA,NA,9,8,29.252,10.445,1322,89,UPWr9f90891bbd9c457eb02dab2773bb3b64,https://bazawiedzy.upwr.edu.pl/info/author/UPWr9f90891bbd9c457eb02dab2773bb3b64?lang=pl&r=publication&tab=main,upwr,profesor Uczelni,0.3286741573033708,14.853932584269662,0.022127080181543114,NA,NA,NA,NA,NA,NA,NA,A
Katarzyna Patejuk,dr inż.,adiunkt,Katedra Ochrony Roślin,Wydział Przyrodniczo-Technologiczny,0000-0001-7236-8005,NA,NA,NA,6,5,56.835,24.09,2573,123,UPWr196e6a4028bb4a279338251c48cb57f2,https://bazawiedzy.upwr.edu.pl/info/author/UPWr196e6a4028bb4a279338251c48cb57f2?lang=pl&r=publication&tab=main,upwr,adiunkt,0.46207317073170734,20.91869918699187,0.02208900116595414,45,0.6325953488372092,7.311111111111111,6,171,164,FALSE,A
Krzysztof Pawłowski,mgr inż.,NA,Katedra Ogrodnictwa,Wydział Przyrodniczo-Technologiczny,NA,NA,NA,NA,NA,NA,NA,NA,25,2,UPWr9d735999b415442e9d60fc2c920a4315,https://bazawiedzy.upwr.edu.pl/info/author/UPWr9d735999b415442e9d60fc2c920a4315?lang=pl&r=publication&tab=main,upwr,kierownik stacji badawczo - dydaktycznej,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,A
Katarzyna Pentoś,dr hab. inż.,profesor uczelni,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,0000-0002-0666-1948,NA,NA,NA,11,11,76.058,35.518,3258,99,UPWr0735d615d6124b7b9c2b20c37de50c90,https://bazawiedzy.upwr.edu.pl/info/author/UPWr0735d615d6124b7b9c2b20c37de50c90?lang=pl&r=publication&tab=main,upwr,profesor Uczelni,0.7682626262626263,32.90909090909091,0.023344996930632293,56,1.1746471698113208,4.035714285714286,12,395,82,FALSE,A
Krzysztof Pieczarka,dr hab. inż.,profesor uczelni,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,0000-0002-8704-8853,NA,NA,NA,4,4,16.365,7.861,947,144,UPWr56dcbf3efe8841c0bcf6d9247b779427,https://bazawiedzy.upwr.edu.pl/info/author/UPWr56dcbf3efe8841c0bcf6d9247b779427?lang=pl&r=publication&tab=main,upwr,profesor Uczelni,0.11364583333333332,6.576388888888889,0.017280887011615627,38,0.44637027027027026,5.973684210526316,5,152,107,FALSE,A
Katarzyna Pieczka,mgr,NA,Katedra Ochrony Roślin,Wydział Przyrodniczo-Technologiczny,NA,NA,NA,NA,1,1,5.9,1.341,180,4,UPWR1861f9d865fd44c5ace724e700d85cf9,https://bazawiedzy.upwr.edu.pl/info/author/UPWR1861f9d865fd44c5ace724e700d85cf9?lang=pl&r=publication&tab=main,upwr,starszy technik,1.475,45,0.03277777777777778,NA,NA,NA,NA,NA,NA,NA,A
Mirosława Pietryka,dr inż.,adiunkt,Katedra Botaniki i Ekologii Roślin,Wydział Przyrodniczo-Technologiczny,0000-0002-2796-6097,NA,NA,NA,9,8,46.233,18.3,1480,41,UPWrd9216260cad6415695af88f70db7f23e,https://bazawiedzy.upwr.edu.pl/info/author/UPWrd9216260cad6415695af88f70db7f23e?lang=pl&r=publication&tab=main,upwr,adiunkt,1.1276341463414634,36.09756097560975,0.031238513513513512,23,1.8657333333333332,8.695652173913043,9,390,85,FALSE,A
Elżbieta Pląskowska,prof. dr hab. inż.,profesor,Katedra Ochrony Roślin,Wydział Przyrodniczo-Technologiczny,0000-0002-8643-9318,NA,NA,NA,11,9,38.483,19.188,2347,163,UPWr492bd29bf8484103aab10426ab6377f1,https://bazawiedzy.upwr.edu.pl/info/author/UPWr492bd29bf8484103aab10426ab6377f1?lang=pl&r=publication&tab=main,upwr,profesor,0.2360920245398773,14.39877300613497,0.0163966766084363,87,0.5617445945945946,5.2298850574712645,11,373,151,FALSE,A
Aldona Płaczek,dr inż.,adiunkt,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0002-2235-9466,NA,NA,NA,3,3,6.292,2.983,311,23,UPWr560effd97a3a441693a1cc28dc8cdd0d,https://bazawiedzy.upwr.edu.pl/info/author/UPWr560effd97a3a441693a1cc28dc8cdd0d?lang=pl&r=publication&tab=main,upwr,adiunkt,0.27356521739130435,13.521739130434783,0.020231511254019292,5,0.34614,4,3,33,8,FALSE,A
Marta Preisner,dr inż.,adiunkt,"Katedra Genetyki, Hodowli Roślin i Nasiennictwa",Wydział Przyrodniczo-Technologiczny,0000-0002-0447-4102,NA,NA,NA,11,11,67.108,24.479,1305,23,UPWrdf7c15f2b0d941359ada6f86c7762123,https://bazawiedzy.upwr.edu.pl/info/author/UPWrdf7c15f2b0d941359ada6f86c7762123?lang=pl&r=publication&tab=main,upwr,adiunkt,2.9177391304347826,56.73913043478261,0.05142375478927203,25,3.2962521739130435,7.8,12,1166,55,TRUE,A
Daniel Pruchniewicz,prof. dr hab. inż.,profesor,Katedra Botaniki i Ekologii Roślin,Wydział Przyrodniczo-Technologiczny,0000-0002-9841-0192,NA,NA,NA,9,8,50.639,25.744,1724,54,UPWrfb83896c916f4b4089f7d8c598db22fc,https://bazawiedzy.upwr.edu.pl/info/author/UPWrfb83896c916f4b4089f7d8c598db22fc?lang=pl&r=publication&tab=main,upwr,profesor,0.9377592592592593,31.925925925925927,0.02937296983758701,34,1.8416588235294118,4.088235294117647,10,290,65,FALSE,A
Wojciech Pusz,prof. dr hab. inż.,profesor,Katedra Ochrony Roślin,Wydział Przyrodniczo-Technologiczny,0000-0003-1531-2739,NA,NA,NA,14,13,95.834,50.607,3730,240,UPWr5dcc8e1f3ed4403b9feb431b4237f5aa,https://bazawiedzy.upwr.edu.pl/info/author/UPWr5dcc8e1f3ed4403b9feb431b4237f5aa?lang=pl&r=publication&tab=main,upwr,profesor,0.3993083333333333,15.541666666666666,0.025692761394101878,NA,NA,NA,NA,NA,NA,NA,A
Elżbieta Pytlarz,dr inż.,adiunkt,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0003-2740-1608,NA,NA,NA,3,3,26.317,8.672,998,121,UPWr9244b9e632ca43028ee1a99abbfc3ab8,https://bazawiedzy.upwr.edu.pl/info/author/UPWr9244b9e632ca43028ee1a99abbfc3ab8?lang=pl&r=publication&tab=main,upwr,adiunkt,0.21749586776859503,8.24793388429752,0.026369739478957915,19,0.6924789473684211,4.842105263157895,4,60,53,FALSE,A
Małgorzata Raduła,dr,adiunkt,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0002-9578-6135,NA,NA,NA,6,7,50.772,14.312,1490,34,UPWRad5285e0e49c410db060a98593c0895b,https://bazawiedzy.upwr.edu.pl/info/author/UPWRad5285e0e49c410db060a98593c0895b?lang=pl&r=publication&tab=main,upwr,adiunkt,1.4932941176470589,43.8235294117647,0.0340751677852349,14,2.5499615384615386,5.214285714285714,6,302,31,FALSE,A
Dominika Reszewicz,mgr,NA,Katedra Botaniki i Ekologii Roślin,Wydział Przyrodniczo-Technologiczny,0000-0003-4518-8265,NA,NA,NA,NA,NA,NA,NA,40,3,UPWra2a7db5a050842acbfc374e4a01de3ed,https://bazawiedzy.upwr.edu.pl/info/author/UPWra2a7db5a050842acbfc374e4a01de3ed?lang=pl&r=publication&tab=main,upwr,starszy technik,NA,13.333333333333334,NA,NA,NA,NA,NA,NA,NA,NA,A
Dorota Richter,dr hab. inż.,profesor uczelni,Katedra Botaniki i Ekologii Roślin,Wydział Przyrodniczo-Technologiczny,0000-0003-3024-9766,NA,NA,NA,12,11,63.024,26.518,1833,55,UPWr71945f43e00b4462bd1d82ca6615c0a1,https://bazawiedzy.upwr.edu.pl/info/author/UPWr71945f43e00b4462bd1d82ca6615c0a1?lang=pl&r=publication&tab=main,upwr,profesor Uczelni,1.145890909090909,33.32727272727273,0.034382978723404255,37,1.96733125,6.8108108108108105,12,664,103,FALSE,A
Magdalena Rowińska,mgr inż.,asystent,Katedra Ogrodnictwa,Wydział Przyrodniczo-Technologiczny,0009-0005-3183-9356,NA,NA,NA,2,2,6.4,2.672,240,17,UPWr2b393712b4e54823b7f46d8f3225e8c2,https://bazawiedzy.upwr.edu.pl/info/author/UPWr2b393712b4e54823b7f46d8f3225e8c2?lang=pl&r=publication&tab=main,upwr,asystent,0.3764705882352941,14.117647058823529,0.02666666666666667,27,0.74005,5.444444444444445,6,98,51,FALSE,A
Sandra Rychel-Bielska,dr,adiunkt,"Katedra Genetyki, Hodowli Roślin i Nasiennictwa",Wydział Przyrodniczo-Technologiczny,0000-0002-2429-8054,NA,NA,NA,7,7,65.638,18.348,1870,19,UPWr5f9fe48732fd46c3a28944b36fd125cd,https://bazawiedzy.upwr.edu.pl/info/author/UPWr5f9fe48732fd46c3a28944b36fd125cd?lang=pl&r=publication&tab=main,upwr,adiunkt,3.4546315789473687,98.42105263157895,0.035100534759358294,2,5.7698,9.5,2,14,13,TRUE,A
Elżbieta Sacała,dr,adiunkt,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0002-4824-5424,NA,NA,NA,10,10,35.505,18.686,1333,93,UPWr3a81ed99741142149197c242f5e7b43f,https://bazawiedzy.upwr.edu.pl/info/author/UPWr3a81ed99741142149197c242f5e7b43f?lang=pl&r=publication&tab=main,upwr,adiunkt,0.3817741935483871,14.333333333333334,0.026635408852213056,56,0.7062053571428571,3.1785714285714284,9,343,33,FALSE,A
Magdalena Serafin-Andrzejewska,dr inż.,adiunkt,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0002-5932-3301,NA,NA,NA,5,6,41.022,13.636,1748,88,UPWr85809ccbfa634f8bb7e0f4b12db67715,https://bazawiedzy.upwr.edu.pl/info/author/UPWr85809ccbfa634f8bb7e0f4b12db67715?lang=pl&r=publication&tab=main,upwr,adiunkt,0.4661590909090909,19.863636363636363,0.02346796338672769,24,1.6795608695652173,5.291666666666667,6,113,36,FALSE,A
Mariusz Skrzyński,NA,NA,"Katedra Genetyki, Hodowli Roślin i Nasiennictwa",Wydział Przyrodniczo-Technologiczny,NA,NA,NA,NA,2,2,13.2,3.242,340,3,UPWr3f53ddd12a5c47b98f2b56030dbd27c0,https://bazawiedzy.upwr.edu.pl/info/author/UPWr3f53ddd12a5c47b98f2b56030dbd27c0?lang=pl&r=publication&tab=main,upwr,laborant,4.3999999999999995,113.33333333333333,0.0388235294117647,2,2.42685,6,2,25,7,FALSE,A
Monika Słupska,dr inż.,adiunkt,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,0000-0001-7446-7250,NA,NA,NA,4,4,31.804,11.362,1080,12,UPWrd47226775e8c458fbc6bf0cfa67509fb,https://bazawiedzy.upwr.edu.pl/info/author/UPWrd47226775e8c458fbc6bf0cfa67509fb?lang=pl&r=publication&tab=main,upwr,adiunkt,2.650333333333333,90,0.029448148148148147,14,0.98753,3.5,5,67,15,FALSE,A
Ireneusz Sosna,dr hab. inż.,profesor uczelni,Katedra Ogrodnictwa,Wydział Przyrodniczo-Technologiczny,0000-0001-5165-7406,NA,NA,NA,5,4,11.718,9.19,899,244,UPWr3042028700724e53a700545eb1e0c353,https://bazawiedzy.upwr.edu.pl/info/author/UPWr3042028700724e53a700545eb1e0c353?lang=pl&r=publication&tab=main,upwr,profesor Uczelni,0.04802459016393443,3.6844262295081966,0.013034482758620689,1,0,1,0,0,NA,FALSE,A
Józef Sowiński,prof. dr hab. inż.,profesor,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0002-4611-9897,NA,NA,NA,13,13,130.398,51.348,4208,187,UPWr3a4e49175cd64de38e081b73d10ae283,https://bazawiedzy.upwr.edu.pl/info/author/UPWr3a4e49175cd64de38e081b73d10ae283?lang=pl&r=publication&tab=main,upwr,profesor,0.6973155080213903,22.502673796791445,0.030988117870722434,157,0.6168670967741936,3.121019108280255,15,691,149,FALSE,A
Marek Stachowiak,dr inż.,adiunkt,Katedra Ekonomii Stosowanej,Wydział Przyrodniczo-Technologiczny,0000-0003-2860-1353,NA,NA,NA,1,1,0.28,NA,68,15,UPWr146291aaf29c4525a5416b041009e202,https://bazawiedzy.upwr.edu.pl/info/author/UPWr146291aaf29c4525a5416b041009e202?lang=pl&r=publication&tab=main,upwr,adiunkt,0.018666666666666668,4.533333333333333,0.00411764705882353,31,0.029193548387096774,1.7096774193548387,1,8,8,FALSE,A
Sylwia Stegenta-Dąbrowska,dr inż.,adiunkt,Katedra Biogospodarki Stosowanej,Wydział Przyrodniczo-Technologiczny,0000-0001-7161-1878,NA,NA,NA,11,12,99.303,34.117,3231,52,UPWreed26deeca194a5bba895f6423e5567a,https://bazawiedzy.upwr.edu.pl/info/author/UPWreed26deeca194a5bba895f6423e5567a?lang=pl&r=publication&tab=main,upwr,adiunkt,1.909673076923077,62.13461538461539,0.030734447539461467,45,1.4588194444444444,4.866666666666666,12,451,58,FALSE,A
Bogdan Stępień,prof. dr hab. inż.,profesor,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,0000-0003-0903-922X,NA,NA,NA,11,11,63.667,21.255,2121,112,UPWr352edf13feef4719ab7de8386107cc9b,https://bazawiedzy.upwr.edu.pl/info/author/UPWr352edf13feef4719ab7de8386107cc9b?lang=pl&r=publication&tab=main,upwr,profesor,0.5684553571428571,18.9375,0.030017444601603018,67,0.8280388059701492,3.5223880597014925,11,402,58,FALSE,A
Kamila Stępień,dr inż.,adiunkt,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0001-5848-2194,NA,NA,NA,2,2,8.457,2.77,307,13,UPWrfea8ef2a7a334940ac7ac8445d79f2eb,https://bazawiedzy.upwr.edu.pl/info/author/UPWrfea8ef2a7a334940ac7ac8445d79f2eb?lang=pl&r=publication&tab=main,upwr,adiunkt,0.6505384615384616,23.615384615384617,0.027547231270358307,3,1.3896,3.3333333333333335,1,3,5,FALSE,A
Piotr Stępień,dr,adiunkt,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0002-9058-6142,NA,NA,NA,10,11,80.761,24.286,1491,31,UPWr9a9cf897a13d4c099ced1da7e4936ead,https://bazawiedzy.upwr.edu.pl/info/author/UPWr9a9cf897a13d4c099ced1da7e4936ead?lang=pl&r=publication&tab=main,upwr,adiunkt,2.6051935483870965,48.096774193548384,0.05416566063044936,31,2.56961,7.709677419354839,13,1356,157,FALSE,A
Roman Stopa,prof. dr hab. inż.,profesor,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,0000-0002-0183-6542,NA,NA,NA,11,10,46.12,22.09,1416,102,UPWrcedee0dd50584d9192cfec0facdd9126,https://bazawiedzy.upwr.edu.pl/info/author/UPWrcedee0dd50584d9192cfec0facdd9126?lang=pl&r=publication&tab=main,upwr,profesor,0.45215686274509803,13.882352941176471,0.03257062146892655,65,0.8115590163934426,5.046153846153846,12,478,131,FALSE,A
Oleksandra Strashok,dr,adiunkt,Katedra Architektury Krajobrazu,Wydział Gospodarki Przestrzennej i Architektury Krajobrazu,0000-0002-2779-7692,NA,NA,NA,4,4,11.734,4.209,597,15,UPWr6c23e02bdf27458a9d2b27693bbd84f9,https://bazawiedzy.upwr.edu.pl/info/author/UPWr6c23e02bdf27458a9d2b27693bbd84f9?lang=pl&r=publication&tab=main,upwr,adiunkt,0.7822666666666667,39.8,0.019654941373534338,12,0.8570454545454546,3.5833333333333335,3,53,23,FALSE,A
Katarzyna Szczepańska,dr,adiunkt,Katedra Botaniki i Ekologii Roślin,Wydział Przyrodniczo-Technologiczny,0000-0002-7752-3024,NA,NA,NA,7,8,49.275,19.965,1662,39,UPWr539f258c741148729f9e8c24f3fcd05a,https://bazawiedzy.upwr.edu.pl/info/author/UPWr539f258c741148729f9e8c24f3fcd05a?lang=pl&r=publication&tab=main,upwr,adiunkt,1.2634615384615384,42.61538461538461,0.02964801444043321,76,1.2582603448275862,3.039473684210526,8,329,76,FALSE,A
Adam Szewczuk,prof. dr hab. inż.,profesor,Katedra Ogrodnictwa,Wydział Przyrodniczo-Technologiczny,0000-0002-4808-5619,NA,NA,NA,5,5,6.911,5.775,641,262,UPWr866ca5a9b4f8466eaf1f3bb888ffe767,https://bazawiedzy.upwr.edu.pl/info/author/UPWr866ca5a9b4f8466eaf1f3bb888ffe767?lang=pl&r=publication&tab=main,upwr,profesor,0.026377862595419847,2.446564885496183,0.010781591263650546,101,0.15406039603960398,2.267326732673267,8,234,46,FALSE,A
Katarzyna Szopka,dr hab. inż.,profesor uczelni,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0001-9280-2972,NA,NA,NA,13,13,71.47,29.251,2002,149,UPWr8c35d9435ada46cbb778a19af3065254,https://bazawiedzy.upwr.edu.pl/info/author/UPWr8c35d9435ada46cbb778a19af3065254?lang=pl&r=publication&tab=main,upwr,profesor Uczelni,0.47966442953020133,13.436241610738255,0.0356993006993007,52,1.0231117647058823,5.230769230769231,14,552,94,FALSE,A
Tomasz Szuk,dr inż.,adiunkt,Katedra Ekonomii Stosowanej,Wydział Przyrodniczo-Technologiczny,0000-0001-7653-578X,NA,NA,NA,1,NA,2.8,1.348,745,67,UPWr02500ab9caab4ed8baf0c56f55d4bce7,https://bazawiedzy.upwr.edu.pl/info/author/UPWr02500ab9caab4ed8baf0c56f55d4bce7?lang=pl&r=publication&tab=main,upwr,adiunkt,0.0417910447761194,11.119402985074627,0.0037583892617449664,46,0.3508713326086957,2.347826086956522,4,51,34,FALSE,A
Magdalena Szymura,prof. dr hab.,profesor,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0002-5726-7393,NA,NA,NA,16,17,125.559,46.551,3549,187,UPWr10dff724d2e34149a917b1d058fd5f93,https://bazawiedzy.upwr.edu.pl/info/author/UPWr10dff724d2e34149a917b1d058fd5f93?lang=pl&r=publication&tab=main,upwr,profesor,0.6714385026737968,18.97860962566845,0.03537869822485207,92,1.3948107142857142,4.565217391304348,16,828,157,FALSE,A
Sebastian Świerszcz,dr,adiunkt,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0003-2035-0035,NA,NA,NA,12,13,192.466,59.547,5471,87,UPWR608bfbd91206471d99bab81b851d18a8,https://bazawiedzy.upwr.edu.pl/info/author/UPWR608bfbd91206471d99bab81b851d18a8?lang=pl&r=publication&tab=main,upwr,adiunkt,2.2122528735632185,62.88505747126437,0.03517930908426248,63,3.280659649122807,11.46031746031746,12,557,360,TRUE,A
Ewa Tendziagolska,dr inż.,adiunkt,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0001-7380-7284,NA,NA,NA,4,4,13.025,6.187,581,45,UPWr9efb2c444f63474ca656d0fe43a90d00,https://bazawiedzy.upwr.edu.pl/info/author/UPWr9efb2c444f63474ca656d0fe43a90d00?lang=pl&r=publication&tab=main,upwr,adiunkt,0.28944444444444445,12.911111111111111,0.022418244406196212,NA,NA,NA,NA,NA,NA,NA,A
Jacek Twardowski,prof. dr hab. inż.,profesor,Katedra Ochrony Roślin,Wydział Przyrodniczo-Technologiczny,0000-0003-2412-8992,NA,NA,NA,9,8,89.361,38.276,3347,327,UPWr60cd5845bd2b495cbdc571c54121deee,https://bazawiedzy.upwr.edu.pl/info/author/UPWr60cd5845bd2b495cbdc571c54121deee?lang=pl&r=publication&tab=main,upwr,profesor,0.2732752293577982,10.235474006116208,0.02669883477741261,106,0.6183933333333334,3.6132075471698113,11,432,106,FALSE,A
Rafał Tyszka,dr hab.,profesor uczelni,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0001-5101-120X,NA,NA,NA,12,11,38.375,19.449,741,50,UPWr01f0fdee49cf4a78a9a89ede451e6eb6,https://bazawiedzy.upwr.edu.pl/info/author/UPWr01f0fdee49cf4a78a9a89ede451e6eb6?lang=pl&r=publication&tab=main,upwr,profesor Uczelni,0.7675,14.82,0.05178812415654521,18,1.5899294117647058,5.722222222222222,12,540,39,FALSE,A
Cecylia Uklańska-Pusz,dr inż.,adiunkt,Katedra Ogrodnictwa,Wydział Przyrodniczo-Technologiczny,0000-0001-9999-5228,NA,NA,NA,6,6,6.783,5.015,388,260,UPWr9c97d218dcaa47a387c3f80fabb52c69,https://bazawiedzy.upwr.edu.pl/info/author/UPWr9c97d218dcaa47a387c3f80fabb52c69?lang=pl&r=publication&tab=main,upwr,adiunkt,0.02608846153846154,1.4923076923076923,0.0174819587628866,1,0,12,0,0,11,FALSE,A
Jacek Urbaniak,prof. dr hab.,profesor,Katedra Botaniki i Ekologii Roślin,Wydział Przyrodniczo-Technologiczny,0000-0002-1300-0873,NA,NA,NA,12,10,75.897,36.961,2431,107,UPWrdf19d44680494bf892a9dd146b1b0129,https://bazawiedzy.upwr.edu.pl/info/author/UPWrdf19d44680494bf892a9dd146b1b0129?lang=pl&r=publication&tab=main,upwr,profesor,0.7093177570093459,22.7196261682243,0.031220485396955988,82,0.6280824561403509,3.731707317073171,11,317,43,FALSE,A
Roman Wacławowicz,dr hab. inż.,profesor uczelni,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0001-6173-8867,NA,NA,NA,4,4,23.746,8.658,1084,105,UPWr5c9356a216614b6fb0a3f889b224411e,https://bazawiedzy.upwr.edu.pl/info/author/UPWr5c9356a216614b6fb0a3f889b224411e?lang=pl&r=publication&tab=main,upwr,profesor Uczelni,0.22615238095238094,10.323809523809524,0.02190590405904059,NA,NA,NA,NA,NA,NA,NA,A
Jarosław Waroszewski,dr hab. inż.,profesor uczelni,"Instytut Nauk o Glebie, Żywienia Roślin i Ochrony Środowiska",Wydział Przyrodniczo-Technologiczny,0000-0002-3064-4232,NA,NA,NA,21,22,159.627,64.336,4623,131,UPWr47bbce2332a6442d947baf06ac477706,https://bazawiedzy.upwr.edu.pl/info/author/UPWr47bbce2332a6442d947baf06ac477706?lang=pl&r=publication&tab=main,upwr,profesor Uczelni,1.218526717557252,35.29007633587786,0.03452887735236859,71,2.2467069639130433,7.816901408450704,21,1601,243,FALSE,A
Jerzy Winiarski,NA,NA,Instytut Inżynierii Rolniczej,Wydział Przyrodniczo-Technologiczny,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,UPWr73a6f9a3cc1748dcaf6df57b5a9c0811,https://bazawiedzy.upwr.edu.pl/info/author/UPWr73a6f9a3cc1748dcaf6df57b5a9c0811?lang=pl&r=publication&tab=main,upwr,starszy technik,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,A
Wiesław Wojciechowski,dr hab. inż.,profesor uczelni,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0002-2011-2427,NA,NA,NA,4,4,17.457,6.617,923,174,UPWr48894e0a833643a7be480b30c0b65624,https://bazawiedzy.upwr.edu.pl/info/author/UPWr48894e0a833643a7be480b30c0b65624?lang=pl&r=publication&tab=main,upwr,profesor Uczelni,0.10032758620689655,5.304597701149425,0.01891332611050921,NA,NA,NA,NA,NA,NA,NA,A
Karol Wolski,prof. dr hab. inż.,profesor,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0001-9324-4968,NA,NA,NA,9,8,67.316,28.039,2523,230,UPWrd5e2df115eeb462283c3a7833dff6acc,https://bazawiedzy.upwr.edu.pl/info/author/UPWrd5e2df115eeb462283c3a7833dff6acc?lang=pl&r=publication&tab=main,upwr,profesor,0.2926782608695652,10.969565217391304,0.02668093539437178,89,0.39019885057471265,4.247191011235955,10,316,119,FALSE,A
Anna Wondołowska-Grabowska,dr hab. inż.,profesor uczelni,Instytut Agroekologii i Produkcji Roślinnej,Wydział Przyrodniczo-Technologiczny,0000-0002-6180-4593,NA,NA,NA,6,6,30.073,13.227,1491,102,UPWr74d6d0e34547461a827a623b895cdca2,https://bazawiedzy.upwr.edu.pl/info/author/UPWr74d6d0e34547461a827a623b895cdca2?lang=pl&r=publication&tab=main,upwr,profesor Uczelni,0.29483333333333334,14.617647058823529,0.020169684775318577,28,1.30145,3.107142857142857,6,199,38,FALSE,A
Katarzyna Wróblewska,dr hab. inż.,profesor uczelni,Katedra Ogrodnictwa,Wydział Przyrodniczo-Technologiczny,0000-0003-1684-1974,NA,NA,NA,7,7,29.08,13.353,950,277,UPWr2a7ecf7bf5554633830720d48e3eb4ff,https://bazawiedzy.upwr.edu.pl/info/author/UPWr2a7ecf7bf5554633830720d48e3eb4ff?lang=pl&r=publication&tab=main,upwr,profesor Uczelni,0.10498194945848374,3.4296028880866425,0.030610526315789473,NA,NA,NA,NA,NA,NA,NA,A
Dariusz Zalewski,dr inż.,adiunkt,"Katedra Genetyki, Hodowli Roślin i Nasiennictwa",Wydział Przyrodniczo-Technologiczny,0000-0002-1261-6975,NA,NA,NA,8,7,27.999,12.387,1113,115,UPWre334adc28f894efe90b9b99e7bbd5d29,https://bazawiedzy.upwr.edu.pl/info/author/UPWre334adc28f894efe90b9b99e7bbd5d29?lang=pl&r=publication&tab=main,upwr,adiunkt,0.2434695652173913,9.678260869565218,0.025156334231805928,23,0.5501636363636364,8.130434782608695,2,68,42,FALSE,A
